new_cases,date,popluation,AgeGroup
7,36,7544000,1
1,36,7544000,2
10,36,7544000,3
5,36,7544000,4
16,36,7544000,5
0,36,245353,1
0,36,245353,2
0,36,245353,3
0,36,245353,4
2,36,245353,5
8,36,5071000,1
4,36,5071000,2
15,36,5071000,3
10,36,5071000,4
32,36,5071000,5
5,36,1677000,1
2,36,1677000,2
3,36,1677000,3
1,36,1677000,4
3,36,1677000,5
3,36,2589000,1
2,36,2589000,2
9,36,2589000,3
6,36,2589000,4
9,36,2589000,5
4,36,2589000,1
0,36,2589000,2
2,36,2589000,3
4,36,2589000,4
8,36,2589000,5
7,36,7544000,1
1,36,7544000,2
10,36,7544000,3
5,36,7544000,4
16,36,7544000,5
8,36,5071000,1
4,36,5071000,2
15,36,5071000,3
10,36,5071000,4
32,36,5071000,5
5,36,1677000,1
2,36,1677000,2
3,36,1677000,3
1,36,1677000,4
3,36,1677000,5
0,36,2589000,1
0,36,2589000,2
0,36,2589000,3
0,36,2589000,4
1,36,2589000,5
3,36,2589000,1
2,36,2589000,2
9,36,2589000,3
6,36,2589000,4
9,36,2589000,5
4,36,2589000,1
0,36,2589000,2
2,36,2589000,3
4,36,2589000,4
8,36,2589000,5
7,36,7544000,1
1,36,7544000,2
10,36,7544000,3
5,36,7544000,4
16,36,7544000,5
0,36,245353,1
0,36,245353,2
0,36,245353,3
0,36,245353,4
2,36,245353,5
8,36,5071000,1
4,36,5071000,2
15,36,5071000,3
10,36,5071000,4
32,36,5071000,5
5,36,1677000,1
2,36,1677000,2
3,36,1677000,3
1,36,1677000,4
3,36,1677000,5
3,36,2589000,1
2,36,2589000,2
9,36,2589000,3
6,36,2589000,4
9,36,2589000,5
4,36,2589000,1
0,36,2589000,2
2,36,2589000,3
4,36,2589000,4
8,36,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
1,395,245353,1
0,395,245353,2
2,395,245353,3
1,395,245353,4
3,395,245353,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
1,395,2589000,1
0,395,2589000,2
1,395,2589000,3
4,395,2589000,4
2,395,2589000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
1,395,245353,1
0,395,245353,2
2,395,245353,3
1,395,245353,4
3,395,245353,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
1,395,2589000,1
0,395,2589000,2
1,395,2589000,3
4,395,2589000,4
2,395,2589000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
1,395,245353,1
0,395,245353,2
2,395,245353,3
1,395,245353,4
3,395,245353,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
1,395,2589000,1
0,395,2589000,2
1,395,2589000,3
4,395,2589000,4
2,395,2589000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
1,395,245353,1
0,395,245353,2
2,395,245353,3
1,395,245353,4
3,395,245353,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
1,395,245353,1
0,395,245353,2
2,395,245353,3
1,395,245353,4
3,395,245353,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
1,395,2589000,1
0,395,2589000,2
1,395,2589000,3
4,395,2589000,4
2,395,2589000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
9,395,7544000,1
6,395,7544000,2
13,395,7544000,3
8,395,7544000,4
36,395,7544000,5
1,395,245353,1
0,395,245353,2
2,395,245353,3
1,395,245353,4
3,395,245353,5
15,395,5071000,1
6,395,5071000,2
21,395,5071000,3
21,395,5071000,4
48,395,5071000,5
5,395,1677000,1
1,395,1677000,2
13,395,1677000,3
7,395,1677000,4
23,395,1677000,5
1,395,2589000,1
0,395,2589000,2
1,395,2589000,3
4,395,2589000,4
2,395,2589000,5
7,395,2589000,1
2,395,2589000,2
8,395,2589000,3
10,395,2589000,4
12,395,2589000,5
4,395,2589000,1
0,395,2589000,2
6,395,2589000,3
5,395,2589000,4
23,395,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
0,388,2589000,1
0,388,2589000,2
0,388,2589000,3
3,388,2589000,4
5,388,2589000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
0,388,245353,1
0,388,245353,2
1,388,245353,3
1,388,245353,4
2,388,245353,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
0,388,2589000,1
0,388,2589000,2
0,388,2589000,3
3,388,2589000,4
5,388,2589000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
0,388,245353,1
0,388,245353,2
1,388,245353,3
1,388,245353,4
2,388,245353,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
0,388,245353,1
0,388,245353,2
1,388,245353,3
1,388,245353,4
2,388,245353,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
0,388,2589000,1
0,388,2589000,2
0,388,2589000,3
3,388,2589000,4
5,388,2589000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
21,388,7544000,1
5,388,7544000,2
28,388,7544000,3
19,388,7544000,4
39,388,7544000,5
17,388,5071000,1
9,388,5071000,2
35,388,5071000,3
32,388,5071000,4
96,388,5071000,5
10,388,1677000,1
3,388,1677000,2
8,388,1677000,3
8,388,1677000,4
25,388,1677000,5
0,388,2589000,1
0,388,2589000,2
0,388,2589000,3
3,388,2589000,4
5,388,2589000,5
6,388,2589000,1
3,388,2589000,2
4,388,2589000,3
12,388,2589000,4
24,388,2589000,5
5,388,2589000,1
6,388,2589000,2
11,388,2589000,3
12,388,2589000,4
16,388,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
0,381,245353,1
0,381,245353,2
0,381,245353,3
1,381,245353,4
1,381,245353,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
0,381,2589000,1
0,381,2589000,2
3,381,2589000,3
1,381,2589000,4
3,381,2589000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
0,381,2589000,1
0,381,2589000,2
3,381,2589000,3
1,381,2589000,4
3,381,2589000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
0,381,245353,1
0,381,245353,2
0,381,245353,3
1,381,245353,4
1,381,245353,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
0,381,2589000,1
0,381,2589000,2
3,381,2589000,3
1,381,2589000,4
3,381,2589000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,381,7544000,1
5,381,7544000,2
16,381,7544000,3
16,381,7544000,4
36,381,7544000,5
22,381,5071000,1
14,381,5071000,2
36,381,5071000,3
25,381,5071000,4
93,381,5071000,5
16,381,1677000,1
8,381,1677000,2
13,381,1677000,3
7,381,1677000,4
36,381,1677000,5
0,381,2589000,1
0,381,2589000,2
3,381,2589000,3
1,381,2589000,4
3,381,2589000,5
5,381,2589000,1
2,381,2589000,2
14,381,2589000,3
11,381,2589000,4
18,381,2589000,5
8,381,2589000,1
12,381,2589000,2
9,381,2589000,3
19,381,2589000,4
23,381,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
4,374,245353,1
2,374,245353,2
0,374,245353,3
1,374,245353,4
1,374,245353,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
0,374,2589000,1
0,374,2589000,2
0,374,2589000,3
0,374,2589000,4
3,374,2589000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
4,374,245353,1
2,374,245353,2
0,374,245353,3
1,374,245353,4
1,374,245353,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
4,374,245353,1
2,374,245353,2
0,374,245353,3
1,374,245353,4
1,374,245353,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
4,374,245353,1
2,374,245353,2
0,374,245353,3
1,374,245353,4
1,374,245353,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
0,374,2589000,1
0,374,2589000,2
0,374,2589000,3
0,374,2589000,4
3,374,2589000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
16,374,7544000,1
6,374,7544000,2
22,374,7544000,3
14,374,7544000,4
54,374,7544000,5
4,374,245353,1
2,374,245353,2
0,374,245353,3
1,374,245353,4
1,374,245353,5
26,374,5071000,1
22,374,5071000,2
31,374,5071000,3
32,374,5071000,4
129,374,5071000,5
17,374,1677000,1
12,374,1677000,2
10,374,1677000,3
16,374,1677000,4
33,374,1677000,5
0,374,2589000,1
0,374,2589000,2
0,374,2589000,3
0,374,2589000,4
3,374,2589000,5
5,374,2589000,1
0,374,2589000,2
7,374,2589000,3
9,374,2589000,4
18,374,2589000,5
6,374,2589000,1
2,374,2589000,2
14,374,2589000,3
13,374,2589000,4
26,374,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
1,367,245353,1
2,367,245353,2
2,367,245353,3
2,367,245353,4
2,367,245353,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
0,367,2589000,1
1,367,2589000,2
1,367,2589000,3
1,367,2589000,4
3,367,2589000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
0,367,2589000,1
1,367,2589000,2
1,367,2589000,3
1,367,2589000,4
3,367,2589000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
1,367,245353,1
2,367,245353,2
2,367,245353,3
2,367,245353,4
2,367,245353,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
0,367,2589000,1
1,367,2589000,2
1,367,2589000,3
1,367,2589000,4
3,367,2589000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
1,367,245353,1
2,367,245353,2
2,367,245353,3
2,367,245353,4
2,367,245353,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
0,367,2589000,1
1,367,2589000,2
1,367,2589000,3
1,367,2589000,4
3,367,2589000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
1,367,245353,1
2,367,245353,2
2,367,245353,3
2,367,245353,4
2,367,245353,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
0,367,2589000,1
1,367,2589000,2
1,367,2589000,3
1,367,2589000,4
3,367,2589000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
6,367,7544000,1
6,367,7544000,2
28,367,7544000,3
17,367,7544000,4
67,367,7544000,5
21,367,5071000,1
32,367,5071000,2
30,367,5071000,3
26,367,5071000,4
74,367,5071000,5
24,367,1677000,1
20,367,1677000,2
20,367,1677000,3
15,367,1677000,4
33,367,1677000,5
4,367,2589000,1
1,367,2589000,2
6,367,2589000,3
12,367,2589000,4
29,367,2589000,5
16,367,2589000,1
3,367,2589000,2
7,367,2589000,3
10,367,2589000,4
19,367,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
0,359,2589000,1
1,359,2589000,2
1,359,2589000,3
4,359,2589000,4
5,359,2589000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
1,359,245353,1
2,359,245353,2
0,359,245353,3
1,359,245353,4
1,359,245353,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
0,359,2589000,1
1,359,2589000,2
1,359,2589000,3
4,359,2589000,4
5,359,2589000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
0,359,2589000,1
1,359,2589000,2
1,359,2589000,3
4,359,2589000,4
5,359,2589000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
0,359,2589000,1
1,359,2589000,2
1,359,2589000,3
4,359,2589000,4
5,359,2589000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
0,359,2589000,1
1,359,2589000,2
1,359,2589000,3
4,359,2589000,4
5,359,2589000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
18,359,7544000,1
4,359,7544000,2
16,359,7544000,3
18,359,7544000,4
52,359,7544000,5
1,359,245353,1
2,359,245353,2
0,359,245353,3
1,359,245353,4
1,359,245353,5
28,359,5071000,1
23,359,5071000,2
30,359,5071000,3
46,359,5071000,4
86,359,5071000,5
36,359,1677000,1
24,359,1677000,2
23,359,1677000,3
16,359,1677000,4
37,359,1677000,5
0,359,2589000,1
1,359,2589000,2
1,359,2589000,3
4,359,2589000,4
5,359,2589000,5
9,359,2589000,1
6,359,2589000,2
15,359,2589000,3
14,359,2589000,4
19,359,2589000,5
8,359,2589000,1
10,359,2589000,2
8,359,2589000,3
13,359,2589000,4
31,359,2589000,5
10,352,7544000,1
4,352,7544000,2
26,352,7544000,3
17,352,7544000,4
92,352,7544000,5
2,352,245353,1
0,352,245353,2
1,352,245353,3
2,352,245353,4
3,352,245353,5
33,352,5071000,1
28,352,5071000,2
47,352,5071000,3
31,352,5071000,4
95,352,5071000,5
33,352,1677000,1
32,352,1677000,2
24,352,1677000,3
40,352,1677000,4
62,352,1677000,5
16,352,2589000,1
11,352,2589000,2
32,352,2589000,3
22,352,2589000,4
52,352,2589000,5
